Description,UPC,Store,LOOKUP,CAT,"In Set, LTO, Sub",SOUTH VENDOR,S VIN,NORTH VENDOR,N VIN,Comments
ROCKSTAR ENRG 16OZ,818094005777,21,ROCKSTAR ENRG 16OZ21,PB,,PEPSI,197779,PEPSI,197779,
ROCKSTAR PNCHD 16OZ,818094005746,21,ROCKSTAR PNCHD 16OZ21,PB,,PEPSI,197259,PEPSI,197259,
ROCKSTAR SF 16OZ,818094005753,21,ROCKSTAR SF 16OZ21,PB,,PEPSI,197257,PEPSI,197257,
SCHEPPES GINGER ALE 20OZ,078000206401,21,SCHEPPES GINGER ALE 20OZ21,PB,,PEPSI,32575,PEPSI,32575,
SMARTWATER 1 LT,786162338006,21,SMARTWATER 1 LT21,PB,,COKE,129252,COKE,129252,
SMARTWATER 20OZ,786162200433,21,SMARTWATER 20OZ21,PB,,COKE,129254,COKE,129254,
SMARTWATER 700ml,786162001511,21,SMARTWATER 700ml21,PB,,COKE,132296,COKE,132296,
SMARTWATER ALKALINE 1LT,786162411167,21,SMARTWATER ALKALINE 1LT21,PB,,COKE,411690,COKE,411690,
SMARTWATER ALKALINE 20OZ,786162411396,21,SMARTWATER ALKALINE 20OZ21,PB,,COKE,411917,COKE,411917,
SMARTWATER ALKALINE 700ml,786162411211,21,SMARTWATER ALKALINE 700ml21,PB,,COKE,411691,COKE,411691,
SPARKLING ICE CAFF BLACK RASP 16OZ,016571953867,21,SPARKLING ICE CAFF BLACK RASP 16OZ21,PB,,GRIFFIN,5297,GRIFFIN,5297,
SPARKLING ICE CAFF BLUE 16OZ,016571953843,21,SPARKLING ICE CAFF BLUE 16OZ21,PB,,GRIFFIN,5295,GRIFFIN,5295,
SPARKLING ICE CAFF CITRUS 16OZ,016571953829,21,SPARKLING ICE CAFF CITRUS 16OZ21,PB,,GRIFFIN,5299,GRIFFIN,5299,
SPRITE 16OZ,049000053432,21,SPRITE 16OZ21,PB,,COKE,144089,COKE,144089,
SPRITE 20OZ,049000007640,21,SPRITE 20OZ21,PB,,COKE,154454,COKE,154454,
SPRITE 24OZ,049000007794,21,SPRITE 24OZ21,PB,,COKE,156102,COKE,156102,
SPRITE CHERRY 20OZ,049000072228,21,SPRITE CHERRY 20OZ21,PB,,COKE,152897,COKE,152897,
SPRITE CHILL CHERRY LIME 20OZ,490005556778,21,SPRITE CHILL CHERRY LIME 20OZ21,PB,,COKE,412670,COKE,412670,
SPRITE LEMONADE 20OZ,049000078725,21,SPRITE LEMONADE 20OZ21,PB,,COKE,156162,COKE,156162,
SPRITE LTO 20OZ,LTO,21,SPRITE LTO 20OZ21,PB,LTO,COKE,-,COKE,-,
SPRITE ZERO 20OZ,049000037197,21,SPRITE ZERO 20OZ21,PB,,COKE,120461,COKE,120461,
SQUIRT 20OZ,078000016406,21,SQUIRT 20OZ21,PB,,7-UP,10001120,7-UP,10001120,
SQUIRT RUBY RED 20OZ,078000018400,21,SQUIRT RUBY RED 20OZ21,PB,,7-UP,10001127,7-UP,10001127,
STARBUCKS DOUBLESHOT 7OZ,012000001772,21,STARBUCKS DOUBLESHOT 7OZ21,PB,,PEPSI,82697,PEPSI,82697,
STARBUCKS DS FRENCH VAN ZERO 15OZ,098100101277,21,STARBUCKS DS FRENCH VAN ZERO 15OZ21,PB,,PEPSI,1277,PEPSI,1277,
STARBUCKS DS MOCHA 15OZ,012000028458,21,STARBUCKS DS MOCHA 15OZ21,PB,,PEPSI,106008,PEPSI,106008,
STARBUCKS DS VANILLA 15OZ,012000028496,21,STARBUCKS DS VANILLA 15OZ21,PB,,PEPSI,106009,PEPSI,106009,
STARBUCKS FRAP CARAMEL 14OZ,012000016721,21,STARBUCKS FRAP CARAMEL 14OZ21,PB,,PEPSI,136599,PEPSI,136599,
STARBUCKS FRAP COFFEE 14OZ,012000001802,21,STARBUCKS FRAP COFFEE 14OZ21,PB,,PEPSI,69806,PEPSI,69806,
STARBUCKS FRAP MOCHA 14OZ,012000004520,21,STARBUCKS FRAP MOCHA 14OZ21,PB,,PEPSI,69807,PEPSI,69807,
STARBUCKS FRAP VANILLA 14OZ,012000813313,21,STARBUCKS FRAP VANILLA 14OZ21,PB,,PEPSI,88159,PEPSI,88159,
STARBUCKS FRAP WHITE CHOC 14OZ,012000151095,21,STARBUCKS FRAP WHITE CHOC 14OZ21,PB,,PEPSI,154902,PEPSI,154902,
STARBUCKS MOCHA PROTEIN 12OZ,098100101482,21,STARBUCKS MOCHA PROTEIN 12OZ21,PB,,PEPSI,1482,PEPSI,1482,
STARRY 20OZ,012000221514,21,STARRY 20OZ21,PB,,PEPSI,209798,PEPSI,209798,
STARRY ZERO SUGAR 20OZ,012000221521,21,STARRY ZERO SUGAR 20OZ21,PB,,PEPSI,209836,PEPSI,209836,
STORM GUAVA STRAWBERRY 12OZ,815154026147,21,STORM GUAVA STRAWBERRY 12OZ21,PB,,COKE,412590,COKE,412590,
SUNKIST ORANGE 20OZ,078000113402,21,SUNKIST ORANGE 20OZ21,PB,,7-UP,10001130,7-UP,10001130,
TROPICANA APPLE 11OZ,048500205983,21,TROPICANA APPLE 11OZ21,PB,,PEPSI,129404,PEPSI,129404,
TROPICANA OJ NO PULP 11OZ,048500206034,21,TROPICANA OJ NO PULP 11OZ21,PB,,PEPSI,122531,PEPSI,122531,
Tum Es Apple 10OZ,883315090283,21,Tum Es Apple 10OZ21,PB,,COKE,155259,COKE,155259,
Tum Es Berry 10OZ,883315090276,21,Tum Es Berry 10OZ21,PB,,COKE,155186,COKE,155186,
Tum Es Punch 10OZ,883315090269,21,Tum Es Punch 10OZ21,PB,,COKE,155184,COKE,155184,
V8 VEGETABLE JUICE 12OZ,051000138033,21,V8 VEGETABLE JUICE 12OZ21,PB,,GRIFFIN,3234,GRIFFIN,3234,
VENOM FRUIT PUNCH 16OZ,078000023756,21,VENOM FRUIT PUNCH 16OZ21,PB,,7-UP,10146509,7-UP,10146509,
VENOM MANGO 16OZ,078000023763,21,VENOM MANGO 16OZ21,PB,,7-UP,10146510,7-UP,10146510,
VENOM ORIGINAL 16OZ,078000023749,21,VENOM ORIGINAL 16OZ21,PB,,7-UP,10146508,7-UP,10146508,
VERNORS 20OZ,078000180404,21,VERNORS 20OZ21,PB,,7-UP,10001112,7-UP,10001112,
VERNORS ZERO SUGAR 20OZ,078000182408,21,VERNORS ZERO SUGAR 20OZ21,PB,,7-UP,10001113,7-UP,10001113,
VITAMIN WATER NRG 20OZ,786162080004,21,VITAMIN WATER NRG 20OZ21,PB,,COKE,156091,COKE,156091,
VITAMIN WATER POWER C DRAGON 20OZ,786162010001,21,VITAMIN WATER POWER C DRAGON 20OZ21,PB,,COKE,156090,COKE,156090,
VITAMIN WATER XXX 20OZ,786162150004,21,VITAMIN WATER XXX 20OZ21,PB,,COKE,156089,COKE,156089,
VITAMIN WATER ZERO SQUEEZED 20OZ,786162002976,21,VITAMIN WATER ZERO SQUEEZED 20OZ21,PB,,COKE,156079,COKE,156079,
7UP 2LT,078000000344,21,7UP 2LT21,TAKE HOME,,7-UP,10001415,7-UP,10001415,
ABSOPURE WATER 24PK,046121262859,21,ABSOPURE WATER 24PK21,TAKE HOME,,GRIFFIN,2624,GRIFFIN,2624,
CEDAR CREST WATER DRINKING GAL,071600040512,21,CEDAR CREST WATER DRINKING GAL21,TAKE HOME,,CEDAR CREST,580010,CEDAR CREST,580010,
COKE 12PK,049000028904,21,COKE 12PK21,TAKE HOME,,COKE,115583,COKE,115583,
COKE 2LT,049000050103,21,COKE 2LT21,TAKE HOME,,COKE,132530,COKE,132530,
DASANI 24PK,049000031652,21,DASANI 24PK21,TAKE HOME,,COKE,116366,COKE,116366,
DIET COKE 2LT,049000050110,21,DIET COKE 2LT21,TAKE HOME,,COKE,132532,COKE,132532,
DR PEPPER 12PK,078000082166,21,DR PEPPER 12PK21,TAKE HOME,,7-UP,10000836,7-UP,10000836,
DR PEPPER 2LT,078000082463,21,DR PEPPER 2LT21,TAKE HOME,,7-UP,10001422,7-UP,10001422,
MTN DEW 12PK,012000809965,21,MTN DEW 12PK21,TAKE HOME,,PEPSI,83776,PEPSI,83776,
MTN DEW 2LT,012000002335,21,MTN DEW 2LT21,TAKE HOME,,PEPSI,3130,PEPSI,3130,
PEPSI 12PK,012000809941,21,PEPSI 12PK21,TAKE HOME,,PEPSI,83774,PEPSI,83774,
PEPSI 2LT,012000002304,21,PEPSI 2LT21,TAKE HOME,,PEPSI,9776,PEPSI,9776,
PEPSI DIET 2LT,012000171765,21,PEPSI DIET 2LT21,TAKE HOME,,PEPSI,166069,PEPSI,166069,
PEPSI WILD CHERRY 2LT,012000003110,21,PEPSI WILD CHERRY 2LT21,TAKE HOME,,PEPSI,4783,PEPSI,4783,
RC COLA 2LT PP 1.49,078000039481,21,RC COLA 2LT PP 1.4921,TAKE HOME,,7-UP,10161426,7-UP,10161426,
RC COLA CHERRY 2LT PP 1.49,078000050837,21,RC COLA CHERRY 2LT PP 1.4921,TAKE HOME,,7-UP,10006385,7-UP,10006385,
SPRITE 2LT,049000050158,21,SPRITE 2LT21,TAKE HOME,,COKE,132540,COKE,132540,
VERNORS 2LT,078000180466,21,VERNORS 2LT21,TAKE HOME,,7-UP,10000098,7-UP,10000098,
ANGRY ORCH 6PK BTL,087692821021,22,ANGRY ORCH 6PK BTL22,BEER,,FABIANO,81303,ALPENA,6602,
ANGRY ORCHARD CRISP APPLE 19OZ,087692023777,22,ANGRY ORCHARD CRISP APPLE 19OZ22,BEER,,FABIANO,81393,ALPENA,6319,
BELLS BIG HEART 19OZ,740522426864,22,BELLS BIG HEART 19OZ22,BEER,,FABIANO,7813,GRIFFIN,8417,
BELLS HAZ HEART 6PK,740522416780,22,BELLS HAZ HEART 6PK22,BEER,,FABIANO,7523,GRIFFIN,7829,
BELLS HAZY 19OZ,740522426765,22,BELLS HAZY 19OZ22,BEER,,NORTHERN PRODUCT,,GRIFFIN,7875,
BELLS OBERON 12PK,740522110664,22,BELLS OBERON 12PK22,BEER,,FABIANO,7556,GRIFFIN,2919,
BELLS OBERON 19OZ,740522120663,22,BELLS OBERON 19OZ22,BEER,,JPO,16390,GRIFFIN,7516,
BELLS SEASONAL 6PK BTL,740522100160,22,BELLS SEASONAL 6PK BTL22,BEER,,FABIANO,7710,GRIFFIN,1505,
BELLS TWO HEARTED 12PK,740522110862,22,BELLS TWO HEARTED 12PK22,BEER,,FABIANO,7896,GRIFFIN,3149,
BELLS TWO HEARTED 19OZ,740522120861,22,BELLS TWO HEARTED 19OZ22,BEER,,FABIANO,7589,GRIFFIN,6656,
BELLS TWO HEARTED 6PK B,740522100832,22,BELLS TWO HEARTED 6PK B22,BEER,,FABIANO,7709,GRIFFIN,1503,
BLIND LEMON VP 12PK,810117130923,22,BLIND LEMON VP 12PK22,BEER,,FABIANO,58290,GRIFFIN,9384,
BLUE MOON 19OZ,071990001148,22,BLUE MOON 19OZ22,BEER,,NORTHERN PRODUCT,,ALPENA,1219,
BLUE MOON 6PK BTL,071990095116,22,BLUE MOON 6PK BTL22,BEER,,JPO,12302,ALPENA,1265,
BUD 12PK BTL,018200007712,22,BUD 12PK BTL22,BEER,,FABIANO,1103,GRIFFIN,12,
BUD 15PK,018200113154,22,BUD 15PK22,BEER,,FABIANO,1185,GRIFFIN,680,
BUD 16OZ 6PK,018200000188,22,BUD 16OZ 6PK22,BEER,,FABIANO,1111,GRIFFIN,19,
BUD 20PK BTL,018200110252,22,BUD 20PK BTL22,BEER,,FABIANO,1120,GRIFFIN,550,
BUD 24PK,018200111686,22,BUD 24PK22,BEER,,FABIANO,1109,GRIFFIN,18,
BUD 25OZ,018200250002,22,BUD 25OZ22,BEER,,FABIANO,1155,GRIFFIN,109,
BUD 6PK BTL,018200008344,22,BUD 6PK BTL22,BEER,,FABIANO,1102,GRIFFIN,11,
BUD ICE 25OZ,018200250064,22,BUD ICE 25OZ22,BEER,,FABIANO,1255,GRIFFIN,117,
BUD LIGHT 12PK BTL,018200007699,22,BUD LIGHT 12PK BTL22,BEER,,FABIANO,2103,GRIFFIN,47,
BUD LIGHT 15PK,018200533150,22,BUD LIGHT 15PK22,BEER,,FABIANO,2185,GRIFFIN,681,
BUD LIGHT 16OZ 6PK,018200001154,22,BUD LIGHT 16OZ 6PK22,BEER,,FABIANO,2111,GRIFFIN,52,
BUD LIGHT 20PK BTL,018200530258,22,BUD LIGHT 20PK BTL22,BEER,,FABIANO,2120,GRIFFIN,551,
BUD LIGHT 24PK,018200531682,22,BUD LIGHT 24PK22,BEER,,FABIANO,2109,GRIFFIN,51,
BUD LIGHT 25OZ,018200250019,22,BUD LIGHT 25OZ22,BEER,,FABIANO,2155,GRIFFIN,110,
BUD LIGHT 6PK BTL,018200008337,22,BUD LIGHT 6PK BTL22,BEER,,FABIANO,2102,GRIFFIN,46,
BUD LIGHT CHELADA 25OZ,018200255083,22,BUD LIGHT CHELADA 25OZ22,BEER,,FABIANO,2156,GRIFFIN,6102,
BUD LIGHT PLAT 25OZ,018200255434,22,BUD LIGHT PLAT 25OZ22,BEER,,FABIANO,2425,GRIFFIN,251,
BUSCH 12PK,018200610479,22,BUSCH 12PK22,BEER,,FABIANO,3110,GRIFFIN,147,
BUSCH 16OZ 6PK,018200000638,22,BUSCH 16OZ 6PK22,BEER,,FABIANO,3111,GRIFFIN,149,
BUSCH 25OZ,018200250033,22,BUSCH 25OZ22,BEER,,FABIANO,3155,GRIFFIN,144,
BUSCH 30PK,018200610301,22,BUSCH 30PK22,BEER,,FABIANO,3130,GRIFFIN,239,
BUSCH LIGHT 12PK,018200008016,22,BUSCH LIGHT 12PK22,BEER,,FABIANO,3210,GRIFFIN,152,
BUSCH LIGHT 16OZ 6PK,018200004261,22,BUSCH LIGHT 16OZ 6PK22,BEER,,FABIANO,3211,GRIFFIN,154,
BUSCH LIGHT 18PK,018200864186,22,BUSCH LIGHT 18PK22,BEER,,FABIANO,3218,GRIFFIN,69,
BUSCH LIGHT 25OZ,018200250040,22,BUSCH LIGHT 25OZ22,BEER,,FABIANO,3255,GRIFFIN,237,
BUSCH LIGHT 30PK,018200860317,22,BUSCH LIGHT 30PK22,BEER,,FABIANO,3230,GRIFFIN,238,
BUSCH LIGHT 6PK BTL,018200008030,22,BUSCH LIGHT 6PK BTL22,BEER,,FABIANO,3202,GRIFFIN,150,
CAPTAIN MORGAN COLADA VP 12PK,082000812319,22,CAPTAIN MORGAN COLADA VP 12PK22,BEER,,FABIANO,50804,GRIFFIN,9746,
CAPTAIN MORGAN TROP HURRICANE 23OZ,082000805687,22,CAPTAIN MORGAN TROP HURRICANE 23OZ22,BEER,,NORTHERN PRODUCT,,GRIFFIN,8553,
CARBLISS VP 8PK,860007988837,22,CARBLISS VP 8PK22,BEER,,JPO,99966,ALPENA,107046,
CAYMAN JACK MARG VP 6PK,815829010068,22,CAYMAN JACK MARG VP 6PK22,BEER,,JPO,16050,ALPENA,6700,
CIDER BOYS STRAWB 6PK B,088733900125,22,CIDER BOYS STRAWB 6PK B22,BEER,,JPO,6126,ALPENA,1080,
COORS BANQUET 24OZ,071990100711,22,COORS BANQUET 24OZ22,BEER,,JPO,12028,ALPENA,1124,
COORS LIGHT 15PK,071990301071,22,COORS LIGHT 15PK22,BEER,,JPO,12128,ALPENA,1244,
COORS LIGHT 16OZ 6PK,071990320003,22,COORS LIGHT 16OZ 6PK22,BEER,,JPO,12126,ALPENA,1216,
COORS LIGHT 24OZ,071990300654,22,COORS LIGHT 24OZ22,BEER,,JPO,12134,ALPENA,1206,
COORS LIGHT 24PK,071990316006,22,COORS LIGHT 24PK22,BEER,,JPO,12120,ALPENA,1205,
COORS LIGHT 6PK BTL,071990300050,22,COORS LIGHT 6PK BTL22,BEER,,JPO,12102,ALPENA,1227,
COORS LIGHT ALUM 16OZ 15PK,071990095277,22,COORS LIGHT ALUM 16OZ 15PK22,BEER,,JPO,12117,ALPENA,12761,
COORS LIGHT STBY 6PK,071990170288,22,COORS LIGHT STBY 6PK22,BEER,,JPO,12002,ALPENA,1125,
CORONA 12PK BTL,080660956152,22,CORONA 12PK BTL22,BEER,,FABIANO,80803,ALPENA,3828,
CORONA 24OZ,080660956435,22,CORONA 24OZ22,BEER,,FABIANO,80806,ALPENA,3846,
CORONA 6PK BTL,080660956053,22,CORONA 6PK BTL22,BEER,,FABIANO,80802,ALPENA,3820,
FOUNDERS ALL DAY 15PK,642860900245,22,FOUNDERS ALL DAY 15PK22,BEER,,FABIANO,29830,GRIFFIN,1429,
FOUNDERS ALL DAY 19.2OZ,642860130246,22,FOUNDERS ALL DAY 19.2OZ22,BEER,,FABIANO,29892,GRIFFIN,7962,
FOUNDERS ALL DAY 6PK B,642860200246,22,FOUNDERS ALL DAY 6PK B22,BEER,,FABIANO,29751,GRIFFIN,1197,
FOUNDERS WATER HAZARD 6PK,642860151791,22,FOUNDERS WATER HAZARD 6PK22,BEER,,FABIANO,29599,GRIFFIN,9749,
FOUR LOKO JACKPOT 24OZ,849806006362,22,FOUR LOKO JACKPOT 24OZ22,BEER,,NORTHERN PRODUCT,,GRIFFIN,9734,
FOUR LOKO SOUR 23.5OZ,849806004948,22,FOUR LOKO SOUR 23.5OZ22,BEER,,NORTHERN PRODUCT,,GRIFFIN,7877,
FOUR LOKO USA 24OZ,849806004726,22,FOUR LOKO USA 24OZ22,BEER,,NORTHERN PRODUCT,,GRIFFIN,7233,
GOODBOY JOHN D 20OZ,850041804354,22,GOODBOY JOHN D 20OZ22,BEER,,FABIANO,82215,GRIFFIN,9372,
GOODBOY PINK LEMON 19OZ,850041804361,22,GOODBOY PINK LEMON 19OZ22,BEER,,FABIANO,82217,GRIFFIN,9538,
HEINEKEN 6PK,072890000118,22,HEINEKEN 6PK22,BEER,,FABIANO,62502,GRIFFIN,1356,
HIGH NOON VP 8PK,085000031513,22,HIGH NOON VP 8PK22,BEER,,GLWAS,202495,GLWAS,202495,
KONA BIG WAVE 6PK,796030114960,22,KONA BIG WAVE 6PK22,BEER,,FABIANO,19872,GRIFFIN,242,
LABATT BLUE 15PK,070310010129,22,LABATT BLUE 15PK22,BEER,,FABIANO,82430,GRIFFIN,3218,
LABATT BLUE 16OZ 12PK,070310015377,22,LABATT BLUE 16OZ 12PK22,BEER,,FABIANO,82414,GRIFFIN,9682,
LABATT BLUE 24OZ,062067051623,22,LABATT BLUE 24OZ22,BEER,,FABIANO,82406,GRIFFIN,1342,
LABATT BLUE 24PK,062067051418,22,LABATT BLUE 24PK22,BEER,,FABIANO,82409,GRIFFIN,1330,
